[ 2019-06-30T11:03:53+08:00 ] /abcTest/index.php/Login/index | ERR: (ThinkException) 模板不存在[./home/Tpl/Login/index.html]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001627s ]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001866s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002608s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002917s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002468s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002783s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.008722s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000639s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000316s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.002247s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.002469s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.024569s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024840s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001775s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001899s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001122s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001626s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007130s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001348s ]
[ 2019-06-30T15:32:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001569s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001863s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002103s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001357s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001532s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006859s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000635s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000159s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.003027s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.003200s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.027536s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027740s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.002441s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001167s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000912s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001394s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006443s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001094s ]
[ 2019-06-30T15:32:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001282s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001917s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002130s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001572s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001789s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.007491s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000466s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000175s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.004384s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.004589s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.030026s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030232s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001097s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001567s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001281s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001780s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006370s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001318s ]
[ 2019-06-30T15:33:36+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001491s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001427s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001622s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001339s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001502s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.008136s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000402s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000210s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.001851s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.002032s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.018455s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018680s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001211s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001307s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000799s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001400s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005211s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001318s ]
[ 2019-06-30T15:34:18+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001499s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002121s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002385s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001945s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002157s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.007162s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000501s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000493s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.001717s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.001899s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.018456s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018652s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001130s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001218s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000857s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001532s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005276s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001234s ]
[ 2019-06-30T15:34:24+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001429s ]
[ 2019-06-30T15:40:31+08:00 ] /abcTest/index.php/abcTest/admin.php/Index/index | ERR: (ThinkException) 无法加载模块abcTest
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.002423s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002735s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001837s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002086s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002640s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002940s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.018495s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018757s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001115s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001813s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002234s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002430s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008934s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001175s ]
[ 2019-06-30T15:40:46+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001361s ]
[ 2019-06-30T15:40:52+08:00 ] /abcTest/index.php/abcTest/admin.php/Index/index | ERR: (ThinkException) 无法加载模块abcTest
[ 2019-06-30T15:42:51+08:00 ] /abcTest/index.php/Login/checkLogin | ERR: (ThinkException) Action:U您所请求的方法不存在！
[ 2019-06-30T15:43:45+08:00 ] /abcTest/index.php/admin.php/Index/index | ERR: (ThinkException) 无法加载模块admin.php
[ 2019-06-30T15:44:14+08:00 ] /abcTest/index.php/abcTest/admin.php/Index/index | ERR: (ThinkException) 无法加载模块abcTest
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002338s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002763s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001593s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001777s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.008205s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000561s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000280s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.010411s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.010583s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.018487s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018725s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001223s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001183s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000774s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001183s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004817s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.000980s ]
[ 2019-06-30T15:45:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001137s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001901s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002109s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001296s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001460s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006242s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000573s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000258s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.004500s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.004666s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.018240s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018461s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001626s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001777s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001157s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001688s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006874s ]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001226s ]
