[ 2012-05-11T19:15:18+08:00 ] /SiaWeb/admin.php/person | ERR: (ThinkException) 无法加载模块person
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000855s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000552s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000635s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000368s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000452s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.006315s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006414s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000374s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000467s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000242s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000508s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001808s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000416s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000492s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.001429s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001703s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001133s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000899s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.001028s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.008756s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008872s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000538s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000797s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000438s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000937s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003040s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000849s ]
[ 2012-05-11T22:02:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000962s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000749s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000863s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000551s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000634s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.003202s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`createtime`,`ip`) VALUES ('','','','') [ RunTime:0.000230s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000607s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000701s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.009201s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009351s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000558s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000634s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000363s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000770s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002711s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000651s ]
[ 2012-05-11T22:02:29+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000785s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000848s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000968s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000579s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000662s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000510s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000682s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.007014s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007115s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000390s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000483s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000243s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000526s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001861s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000437s ]
[ 2012-05-11T22:02:30+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000515s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000776s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000891s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000569s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000651s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.003922s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`createtime`,`ip`) VALUES ('zzz','zzz','','') [ RunTime:0.000275s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000788s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000937s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.008279s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008403s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000371s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000406s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000261s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000502s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001767s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000427s ]
[ 2012-05-11T22:02:33+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000506s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000751s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000864s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000547s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000641s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000383s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000466s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.008149s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008275s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000538s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000724s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000356s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000776s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002744s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000465s ]
[ 2012-05-11T22:02:34+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000542s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.001067s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001197s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000744s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000824s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.001204s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.001343s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.017245s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017443s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000829s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000957s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000550s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000992s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003705s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000757s ]
[ 2012-05-11T22:04:41+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000909s ]
[ 2012-05-11T22:04:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:04:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000927s ]
[ 2012-05-11T22:04:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001046s ]
[ 2012-05-11T22:04:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:04:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000735s ]
[ 2012-05-11T22:04:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000819s ]
[ 2012-05-11T22:04:52+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:04:52+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000968s ]
[ 2012-05-11T22:04:52+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001112s ]
[ 2012-05-11T22:04:52+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:04:52+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000614s ]
[ 2012-05-11T22:04:52+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000706s ]
[ 2012-05-11T22:05:07+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:05:07+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000897s ]
[ 2012-05-11T22:05:07+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001016s ]
[ 2012-05-11T22:05:07+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:05:07+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000684s ]
[ 2012-05-11T22:05:07+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000764s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.001019s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001151s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000644s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000727s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000782s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000872s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.015427s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015532s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000545s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000825s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000557s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000988s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003265s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000747s ]
[ 2012-05-11T22:13:42+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000874s ]
[ 2012-05-11T22:13:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:13:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000754s ]
[ 2012-05-11T22:13:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000868s ]
[ 2012-05-11T22:13:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:13:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000549s ]
[ 2012-05-11T22:13:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000632s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.001497s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001683s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000991s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001107s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.003535s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`createtime`,`ip`) VALUES ('','','','') [ RunTime:0.000301s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000826s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000920s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.011346s ]
